transaction_date,store_location,month,day_of_week,is_weekend,shift,shift_num,total_cups,prev_cups
2023-05-18,Astoria,5,Thursday,0,Evening,3,68,118.0
2023-05-19,Astoria,5,Friday,0,Morning,1,450,68.0
2023-05-19,Astoria,5,Friday,0,Afternoon,2,109,450.0
2023-05-19,Astoria,5,Friday,0,Evening,3,85,109.0
2023-05-20,Astoria,5,Saturday,1,Morning,1,249,85.0
2023-05-20,Astoria,5,Saturday,1,Afternoon,2,101,249.0
2023-05-20,Astoria,5,Saturday,1,Evening,3,73,101.0
2023-05-21,Astoria,5,Sunday,1,Morning,1,265,73.0
2023-05-21,Astoria,5,Sunday,1,Afternoon,2,76,265.0
2023-05-21,Astoria,5,Sunday,1,Evening,3,77,76.0
2023-05-22,Astoria,5,Monday,0,Morning,1,234,77.0
2023-05-22,Astoria,5,Monday,0,Afternoon,2,227,234.0
2023-05-22,Astoria,5,Monday,0,Evening,3,121,227.0
2023-05-23,Astoria,5,Tuesday,0,Morning,1,199,121.0
2023-05-23,Astoria,5,Tuesday,0,Afternoon,2,192,199.0
2023-05-23,Astoria,5,Tuesday,0,Evening,3,134,192.0
2023-05-24,Astoria,5,Wednesday,0,Morning,1,227,134.0
2023-05-24,Astoria,5,Wednesday,0,Afternoon,2,241,227.0
2023-05-24,Astoria,5,Wednesday,0,Evening,3,137,241.0
2023-05-25,Astoria,5,Thursday,0,Morning,1,193,137.0
2023-05-25,Astoria,5,Thursday,0,Afternoon,2,209,193.0
2023-05-25,Astoria,5,Thursday,0,Evening,3,126,209.0
2023-05-26,Astoria,5,Friday,0,Morning,1,227,126.0
2023-05-26,Astoria,5,Friday,0,Afternoon,2,233,227.0
2023-05-26,Astoria,5,Friday,0,Evening,3,131,233.0
2023-05-27,Astoria,5,Saturday,1,Morning,1,222,131.0
2023-05-27,Astoria,5,Saturday,1,Afternoon,2,189,222.0
2023-05-27,Astoria,5,Saturday,1,Evening,3,129,189.0
2023-05-28,Astoria,5,Sunday,1,Morning,1,207,129.0
2023-05-28,Astoria,5,Sunday,1,Afternoon,2,204,207.0
2023-05-28,Astoria,5,Sunday,1,Evening,3,120,204.0
2023-05-29,Astoria,5,Monday,0,Morning,1,190,120.0
2023-05-29,Astoria,5,Monday,0,Afternoon,2,212,190.0
2023-05-29,Astoria,5,Monday,0,Evening,3,114,212.0
2023-05-30,Astoria,5,Tuesday,0,Morning,1,266,114.0
2023-05-30,Astoria,5,Tuesday,0,Afternoon,2,175,266.0
2023-05-30,Astoria,5,Tuesday,0,Evening,3,98,175.0
2023-05-31,Astoria,5,Wednesday,0,Morning,1,302,98.0
2023-05-31,Astoria,5,Wednesday,0,Afternoon,2,123,302.0
2023-05-31,Astoria,5,Wednesday,0,Evening,3,87,123.0
2023-06-01,Astoria,6,Thursday,0,Morning,1,67,87.0
2023-06-01,Astoria,6,Thursday,0,Afternoon,2,331,67.0
2023-06-01,Astoria,6,Thursday,0,Evening,3,185,331.0
2023-06-02,Astoria,6,Friday,0,Morning,1,56,185.0
2023-06-02,Astoria,6,Friday,0,Afternoon,2,346,56.0
2023-06-02,Astoria,6,Friday,0,Evening,3,220,346.0
2023-06-03,Astoria,6,Saturday,1,Morning,1,96,220.0
2023-06-03,Astoria,6,Saturday,1,Afternoon,2,328,96.0
2023-06-03,Astoria,6,Saturday,1,Evening,3,192,328.0
2023-06-04,Astoria,6,Sunday,1,Morning,1,52,192.0
2023-06-04,Astoria,6,Sunday,1,Afternoon,2,342,52.0
2023-06-04,Astoria,6,Sunday,1,Evening,3,178,342.0
2023-06-05,Astoria,6,Monday,0,Morning,1,46,178.0
2023-06-05,Astoria,6,Monday,0,Afternoon,2,350,46.0
2023-06-05,Astoria,6,Monday,0,Evening,3,199,350.0
2023-06-06,Astoria,6,Tuesday,0,Morning,1,36,199.0
2023-06-06,Astoria,6,Tuesday,0,Afternoon,2,255,36.0
2023-06-06,Astoria,6,Tuesday,0,Evening,3,155,255.0
2023-06-07,Astoria,6,Wednesday,0,Morning,1,200,155.0
2023-06-07,Astoria,6,Wednesday,0,Afternoon,2,184,200.0
2023-06-07,Astoria,6,Wednesday,0,Evening,3,110,184.0
2023-06-08,Astoria,6,Thursday,0,Morning,1,210,110.0
2023-06-08,Astoria,6,Thursday,0,Afternoon,2,233,210.0
2023-06-08,Astoria,6,Thursday,0,Evening,3,131,233.0
2023-06-09,Astoria,6,Friday,0,Morning,1,281,131.0
2023-06-09,Astoria,6,Friday,0,Afternoon,2,99,281.0
2023-06-09,Astoria,6,Friday,0,Evening,3,53,99.0
2023-06-10,Astoria,6,Saturday,1,Morning,1,367,53.0
2023-06-10,Astoria,6,Saturday,1,Afternoon,2,107,367.0
2023-06-10,Astoria,6,Saturday,1,Evening,3,64,107.0
2023-06-11,Astoria,6,Sunday,1,Morning,1,323,64.0
2023-06-11,Astoria,6,Sunday,1,Afternoon,2,120,323.0
2023-06-11,Astoria,6,Sunday,1,Evening,3,81,120.0
2023-06-12,Astoria,6,Monday,0,Morning,1,242,81.0
2023-06-12,Astoria,6,Monday,0,Afternoon,2,89,242.0
2023-06-12,Astoria,6,Monday,0,Evening,3,63,89.0
2023-06-13,Astoria,6,Tuesday,0,Morning,1,311,63.0
2023-06-13,Astoria,6,Tuesday,0,Afternoon,2,100,311.0
2023-06-13,Astoria,6,Tuesday,0,Evening,3,69,100.0
2023-06-14,Astoria,6,Wednesday,0,Morning,1,264,69.0
2023-06-14,Astoria,6,Wednesday,0,Afternoon,2,86,264.0
2023-06-14,Astoria,6,Wednesday,0,Evening,3,75,86.0
2023-06-15,Astoria,6,Thursday,0,Morning,1,461,75.0
2023-06-15,Astoria,6,Thursday,0,Afternoon,2,106,461.0
2023-06-15,Astoria,6,Thursday,0,Evening,3,94,106.0
2023-06-16,Astoria,6,Friday,0,Morning,1,435,94.0
2023-06-16,Astoria,6,Friday,0,Afternoon,2,155,435.0
2023-06-16,Astoria,6,Friday,0,Evening,3,89,155.0
2023-06-17,Astoria,6,Saturday,1,Morning,1,419,89.0
2023-06-17,Astoria,6,Saturday,1,Afternoon,2,104,419.0
2023-06-17,Astoria,6,Saturday,1,Evening,3,95,104.0
2023-06-18,Astoria,6,Sunday,1,Morning,1,398,95.0
2023-06-18,Astoria,6,Sunday,1,Afternoon,2,131,398.0
2023-06-18,Astoria,6,Sunday,1,Evening,3,76,131.0
2023-06-19,Astoria,6,Monday,0,Morning,1,474,76.0
2023-06-19,Astoria,6,Monday,0,Afternoon,2,119,474.0
2023-06-19,Astoria,6,Monday,0,Evening,3,95,119.0
2023-06-20,Astoria,6,Tuesday,0,Morning,1,273,95.0
2023-06-20,Astoria,6,Tuesday,0,Afternoon,2,104,273.0
2023-06-20,Astoria,6,Tuesday,0,Evening,3,63,104.0
2023-06-21,Astoria,6,Wednesday,0,Morning,1,289,63.0
2023-06-21,Astoria,6,Wednesday,0,Afternoon,2,71,289.0
2023-06-21,Astoria,6,Wednesday,0,Evening,3,78,71.0
2023-06-22,Astoria,6,Thursday,0,Morning,1,237,78.0
2023-06-22,Astoria,6,Thursday,0,Afternoon,2,258,237.0
2023-06-22,Astoria,6,Thursday,0,Evening,3,118,258.0
2023-06-23,Astoria,6,Friday,0,Morning,1,230,118.0
2023-06-23,Astoria,6,Friday,0,Afternoon,2,225,230.0
2023-06-23,Astoria,6,Friday,0,Evening,3,139,225.0
2023-06-24,Astoria,6,Saturday,1,Morning,1,264,139.0
2023-06-24,Astoria,6,Saturday,1,Afternoon,2,269,264.0
2023-06-24,Astoria,6,Saturday,1,Evening,3,145,269.0
2023-06-25,Astoria,6,Sunday,1,Morning,1,222,145.0
2023-06-25,Astoria,6,Sunday,1,Afternoon,2,219,222.0
2023-06-25,Astoria,6,Sunday,1,Evening,3,127,219.0
2023-06-26,Astoria,6,Monday,0,Morning,1,253,127.0
2023-06-26,Astoria,6,Monday,0,Afternoon,2,237,253.0
2023-06-26,Astoria,6,Monday,0,Evening,3,145,237.0
2023-06-27,Astoria,6,Tuesday,0,Morning,1,234,145.0
2023-06-27,Astoria,6,Tuesday,0,Afternoon,2,220,234.0
2023-06-27,Astoria,6,Tuesday,0,Evening,3,144,220.0
2023-06-28,Astoria,6,Wednesday,0,Morning,1,249,144.0
2023-06-28,Astoria,6,Wednesday,0,Afternoon,2,205,249.0
2023-06-28,Astoria,6,Wednesday,0,Evening,3,126,205.0
2023-06-29,Astoria,6,Thursday,0,Morning,1,212,126.0
2023-06-29,Astoria,6,Thursday,0,Afternoon,2,233,212.0
2023-06-29,Astoria,6,Thursday,0,Evening,3,140,233.0
2023-06-30,Astoria,6,Friday,0,Morning,1,317,140.0
2023-06-30,Astoria,6,Friday,0,Afternoon,2,146,317.0
2023-06-30,Astoria,6,Friday,0,Evening,3,114,146.0
2023-01-01,Hell's Kitchen,1,Sunday,1,Morning,1,75,0.0
2023-01-01,Hell's Kitchen,1,Sunday,1,Afternoon,2,109,75.0
2023-01-01,Hell's Kitchen,1,Sunday,1,Evening,3,86,109.0
2023-01-02,Hell's Kitchen,1,Monday,0,Morning,1,99,86.0
2023-01-02,Hell's Kitchen,1,Monday,0,Afternoon,2,109,99.0
2023-01-02,Hell's Kitchen,1,Monday,0,Evening,3,64,109.0
2023-01-03,Hell's Kitchen,1,Tuesday,0,Morning,1,93,64.0
2023-01-03,Hell's Kitchen,1,Tuesday,0,Afternoon,2,135,93.0
2023-01-03,Hell's Kitchen,1,Tuesday,0,Evening,3,67,135.0
2023-01-04,Hell's Kitchen,1,Wednesday,0,Morning,1,87,67.0
2023-01-04,Hell's Kitchen,1,Wednesday,0,Afternoon,2,97,87.0
2023-01-04,Hell's Kitchen,1,Wednesday,0,Evening,3,72,97.0
2023-01-05,Hell's Kitchen,1,Thursday,0,Morning,1,71,72.0
2023-01-05,Hell's Kitchen,1,Thursday,0,Afternoon,2,102,71.0
2023-01-05,Hell's Kitchen,1,Thursday,0,Evening,3,62,102.0
2023-01-06,Hell's Kitchen,1,Friday,0,Morning,1,84,62.0
2023-01-06,Hell's Kitchen,1,Friday,0,Afternoon,2,120,84.0
2023-01-06,Hell's Kitchen,1,Friday,0,Evening,3,52,120.0
2023-01-07,Hell's Kitchen,1,Saturday,1,Morning,1,213,52.0
2023-01-07,Hell's Kitchen,1,Saturday,1,Afternoon,2,42,213.0
2023-01-07,Hell's Kitchen,1,Saturday,1,Evening,3,68,42.0
2023-01-08,Hell's Kitchen,1,Sunday,1,Morning,1,184,68.0
2023-01-08,Hell's Kitchen,1,Sunday,1,Afternoon,2,58,184.0
2023-01-08,Hell's Kitchen,1,Sunday,1,Evening,3,35,58.0
2023-01-09,Hell's Kitchen,1,Monday,0,Morning,1,182,35.0
2023-01-09,Hell's Kitchen,1,Monday,0,Afternoon,2,55,182.0
2023-01-09,Hell's Kitchen,1,Monday,0,Evening,3,35,55.0
2023-01-10,Hell's Kitchen,1,Tuesday,0,Morning,1,173,35.0
2023-01-10,Hell's Kitchen,1,Tuesday,0,Afternoon,2,61,173.0
2023-01-10,Hell's Kitchen,1,Tuesday,0,Evening,3,39,61.0
2023-01-11,Hell's Kitchen,1,Wednesday,0,Morning,1,198,39.0
2023-01-11,Hell's Kitchen,1,Wednesday,0,Afternoon,2,55,198.0
2023-01-11,Hell's Kitchen,1,Wednesday,0,Evening,3,42,55.0
2023-01-12,Hell's Kitchen,1,Thursday,0,Morning,1,149,42.0
2023-01-12,Hell's Kitchen,1,Thursday,0,Afternoon,2,64,149.0
2023-01-12,Hell's Kitchen,1,Thursday,0,Evening,3,38,64.0
2023-01-13,Hell's Kitchen,1,Friday,0,Morning,1,274,38.0
2023-01-13,Hell's Kitchen,1,Friday,0,Afternoon,2,80,274.0
2023-01-13,Hell's Kitchen,1,Friday,0,Evening,3,55,80.0
2023-01-14,Hell's Kitchen,1,Saturday,1,Morning,1,233,55.0
2023-01-14,Hell's Kitchen,1,Saturday,1,Afternoon,2,36,233.0
2023-01-14,Hell's Kitchen,1,Saturday,1,Evening,3,57,36.0
2023-01-15,Hell's Kitchen,1,Sunday,1,Morning,1,196,57.0
2023-01-15,Hell's Kitchen,1,Sunday,1,Afternoon,2,47,196.0
2023-01-15,Hell's Kitchen,1,Sunday,1,Evening,3,37,47.0
2023-01-16,Hell's Kitchen,1,Monday,0,Morning,1,196,37.0
2023-01-16,Hell's Kitchen,1,Monday,0,Afternoon,2,46,196.0
2023-01-16,Hell's Kitchen,1,Monday,0,Evening,3,35,46.0
2023-01-17,Hell's Kitchen,1,Tuesday,0,Morning,1,169,35.0
2023-01-17,Hell's Kitchen,1,Tuesday,0,Afternoon,2,33,169.0
2023-01-17,Hell's Kitchen,1,Tuesday,0,Evening,3,12,33.0
2023-01-18,Hell's Kitchen,1,Wednesday,0,Morning,1,186,12.0
2023-01-18,Hell's Kitchen,1,Wednesday,0,Afternoon,2,53,186.0
2023-01-18,Hell's Kitchen,1,Wednesday,0,Evening,3,24,53.0
2023-01-19,Hell's Kitchen,1,Thursday,0,Morning,1,205,24.0
2023-01-19,Hell's Kitchen,1,Thursday,0,Afternoon,2,59,205.0
2023-01-19,Hell's Kitchen,1,Thursday,0,Evening,3,29,59.0
2023-01-20,Hell's Kitchen,1,Friday,0,Morning,1,172,29.0
2023-01-20,Hell's Kitchen,1,Friday,0,Afternoon,2,65,172.0
2023-01-20,Hell's Kitchen,1,Friday,0,Evening,3,47,65.0
2023-01-21,Hell's Kitchen,1,Saturday,1,Morning,1,207,47.0
2023-01-21,Hell's Kitchen,1,Saturday,1,Afternoon,2,71,207.0
2023-01-21,Hell's Kitchen,1,Saturday,1,Evening,3,40,71.0
2023-01-22,Hell's Kitchen,1,Sunday,1,Morning,1,102,40.0
2023-01-22,Hell's Kitchen,1,Sunday,1,Afternoon,2,56,102.0
2023-01-22,Hell's Kitchen,1,Sunday,1,Evening,3,38,56.0
2023-01-23,Hell's Kitchen,1,Monday,0,Morning,1,192,38.0
2023-01-23,Hell's Kitchen,1,Monday,0,Afternoon,2,65,192.0
2023-01-23,Hell's Kitchen,1,Monday,0,Evening,3,47,65.0
2023-01-24,Hell's Kitchen,1,Tuesday,0,Morning,1,132,47.0
2023-01-24,Hell's Kitchen,1,Tuesday,0,Afternoon,2,78,132.0
2023-01-24,Hell's Kitchen,1,Tuesday,0,Evening,3,32,78.0
2023-01-25,Hell's Kitchen,1,Wednesday,0,Morning,1,153,32.0
2023-01-25,Hell's Kitchen,1,Wednesday,0,Afternoon,2,70,153.0
2023-01-25,Hell's Kitchen,1,Wednesday,0,Evening,3,35,70.0
2023-01-26,Hell's Kitchen,1,Thursday,0,Morning,1,145,35.0
2023-01-26,Hell's Kitchen,1,Thursday,0,Afternoon,2,55,145.0
2023-01-26,Hell's Kitchen,1,Thursday,0,Evening,3,55,55.0
2023-01-27,Hell's Kitchen,1,Friday,0,Morning,1,182,55.0
2023-01-27,Hell's Kitchen,1,Friday,0,Afternoon,2,42,182.0
2023-01-27,Hell's Kitchen,1,Friday,0,Evening,3,40,42.0
2023-01-28,Hell's Kitchen,1,Saturday,1,Morning,1,64,40.0
2023-01-28,Hell's Kitchen,1,Saturday,1,Afternoon,2,118,64.0
2023-01-28,Hell's Kitchen,1,Saturday,1,Evening,3,45,118.0
2023-01-29,Hell's Kitchen,1,Sunday,1,Morning,1,74,45.0
2023-01-29,Hell's Kitchen,1,Sunday,1,Afternoon,2,84,74.0
2023-01-29,Hell's Kitchen,1,Sunday,1,Evening,3,37,84.0
2023-01-30,Hell's Kitchen,1,Monday,0,Morning,1,147,37.0
2023-01-30,Hell's Kitchen,1,Monday,0,Afternoon,2,57,147.0
2023-01-30,Hell's Kitchen,1,Monday,0,Evening,3,38,57.0
2023-01-31,Hell's Kitchen,1,Tuesday,0,Morning,1,155,38.0
2023-01-31,Hell's Kitchen,1,Tuesday,0,Afternoon,2,38,155.0
2023-01-31,Hell's Kitchen,1,Tuesday,0,Evening,3,25,38.0
2023-02-01,Hell's Kitchen,2,Wednesday,0,Morning,1,73,25.0
2023-02-01,Hell's Kitchen,2,Wednesday,0,Afternoon,2,110,73.0
2023-02-01,Hell's Kitchen,2,Wednesday,0,Evening,3,86,110.0
2023-02-02,Hell's Kitchen,2,Thursday,0,Morning,1,104,86.0
2023-02-02,Hell's Kitchen,2,Thursday,0,Afternoon,2,119,104.0
2023-02-02,Hell's Kitchen,2,Thursday,0,Evening,3,64,119.0
2023-02-03,Hell's Kitchen,2,Friday,0,Morning,1,92,64.0
2023-02-03,Hell's Kitchen,2,Friday,0,Afternoon,2,121,92.0
2023-02-03,Hell's Kitchen,2,Friday,0,Evening,3,78,121.0
2023-02-04,Hell's Kitchen,2,Saturday,1,Morning,1,102,78.0
2023-02-04,Hell's Kitchen,2,Saturday,1,Afternoon,2,106,102.0
2023-02-04,Hell's Kitchen,2,Saturday,1,Evening,3,70,106.0
2023-02-05,Hell's Kitchen,2,Sunday,1,Morning,1,81,70.0
2023-02-05,Hell's Kitchen,2,Sunday,1,Afternoon,2,93,81.0
2023-02-05,Hell's Kitchen,2,Sunday,1,Evening,3,59,93.0
2023-02-06,Hell's Kitchen,2,Monday,0,Morning,1,72,59.0
2023-02-06,Hell's Kitchen,2,Monday,0,Afternoon,2,124,72.0
2023-02-06,Hell's Kitchen,2,Monday,0,Evening,3,68,124.0
2023-02-07,Hell's Kitchen,2,Tuesday,0,Morning,1,152,68.0
2023-02-07,Hell's Kitchen,2,Tuesday,0,Afternoon,2,60,152.0
2023-02-07,Hell's Kitchen,2,Tuesday,0,Evening,3,80,60.0
2023-02-08,Hell's Kitchen,2,Wednesday,0,Morning,1,182,80.0
2023-02-08,Hell's Kitchen,2,Wednesday,0,Afternoon,2,78,182.0
2023-02-08,Hell's Kitchen,2,Wednesday,0,Evening,3,38,78.0
2023-02-09,Hell's Kitchen,2,Thursday,0,Morning,1,212,38.0
2023-02-09,Hell's Kitchen,2,Thursday,0,Afternoon,2,50,212.0
2023-02-09,Hell's Kitchen,2,Thursday,0,Evening,3,30,50.0
2023-02-10,Hell's Kitchen,2,Friday,0,Morning,1,203,30.0
2023-02-10,Hell's Kitchen,2,Friday,0,Afternoon,2,66,203.0
2023-02-10,Hell's Kitchen,2,Friday,0,Evening,3,57,66.0
2023-02-11,Hell's Kitchen,2,Saturday,1,Morning,1,188,57.0
2023-02-11,Hell's Kitchen,2,Saturday,1,Afternoon,2,70,188.0
2023-02-11,Hell's Kitchen,2,Saturday,1,Evening,3,49,70.0
2023-02-12,Hell's Kitchen,2,Sunday,1,Morning,1,187,49.0
2023-02-12,Hell's Kitchen,2,Sunday,1,Afternoon,2,75,187.0
2023-02-12,Hell's Kitchen,2,Sunday,1,Evening,3,64,75.0
2023-02-13,Hell's Kitchen,2,Monday,0,Morning,1,244,64.0
2023-02-13,Hell's Kitchen,2,Monday,0,Afternoon,2,70,244.0
2023-02-13,Hell's Kitchen,2,Monday,0,Evening,3,49,70.0
2023-02-14,Hell's Kitchen,2,Tuesday,0,Morning,1,247,49.0
2023-02-14,Hell's Kitchen,2,Tuesday,0,Afternoon,2,40,247.0
2023-02-14,Hell's Kitchen,2,Tuesday,0,Evening,3,62,40.0
2023-02-15,Hell's Kitchen,2,Wednesday,0,Morning,1,183,62.0
2023-02-15,Hell's Kitchen,2,Wednesday,0,Afternoon,2,40,183.0
2023-02-15,Hell's Kitchen,2,Wednesday,0,Evening,3,31,40.0
2023-02-16,Hell's Kitchen,2,Thursday,0,Morning,1,194,31.0
2023-02-16,Hell's Kitchen,2,Thursday,0,Afternoon,2,46,194.0
2023-02-16,Hell's Kitchen,2,Thursday,0,Evening,3,25,46.0
2023-02-17,Hell's Kitchen,2,Friday,0,Morning,1,142,25.0
2023-02-17,Hell's Kitchen,2,Friday,0,Afternoon,2,44,142.0
2023-02-17,Hell's Kitchen,2,Friday,0,Evening,3,23,44.0
2023-02-18,Hell's Kitchen,2,Saturday,1,Morning,1,213,23.0
2023-02-18,Hell's Kitchen,2,Saturday,1,Afternoon,2,58,213.0
2023-02-18,Hell's Kitchen,2,Saturday,1,Evening,3,26,58.0
2023-02-19,Hell's Kitchen,2,Sunday,1,Morning,1,228,26.0
2023-02-19,Hell's Kitchen,2,Sunday,1,Afternoon,2,63,228.0
2023-02-19,Hell's Kitchen,2,Sunday,1,Evening,3,40,63.0
2023-02-20,Hell's Kitchen,2,Monday,0,Morning,1,201,40.0
2023-02-20,Hell's Kitchen,2,Monday,0,Afternoon,2,64,201.0
2023-02-20,Hell's Kitchen,2,Monday,0,Evening,3,51,64.0
2023-02-21,Hell's Kitchen,2,Tuesday,0,Morning,1,184,51.0
2023-02-21,Hell's Kitchen,2,Tuesday,0,Afternoon,2,79,184.0
2023-02-21,Hell's Kitchen,2,Tuesday,0,Evening,3,44,79.0
2023-02-22,Hell's Kitchen,2,Wednesday,0,Morning,1,153,44.0
2023-02-22,Hell's Kitchen,2,Wednesday,0,Afternoon,2,69,153.0
2023-02-22,Hell's Kitchen,2,Wednesday,0,Evening,3,32,69.0
2023-02-23,Hell's Kitchen,2,Thursday,0,Morning,1,157,32.0
2023-02-23,Hell's Kitchen,2,Thursday,0,Afternoon,2,48,157.0
2023-02-23,Hell's Kitchen,2,Thursday,0,Evening,3,35,48.0
2023-02-24,Hell's Kitchen,2,Friday,0,Morning,1,160,35.0
2023-02-24,Hell's Kitchen,2,Friday,0,Afternoon,2,62,160.0
2023-02-24,Hell's Kitchen,2,Friday,0,Evening,3,34,62.0
2023-02-25,Hell's Kitchen,2,Saturday,1,Morning,1,164,34.0
2023-02-25,Hell's Kitchen,2,Saturday,1,Afternoon,2,58,164.0
2023-02-25,Hell's Kitchen,2,Saturday,1,Evening,3,33,58.0
2023-02-26,Hell's Kitchen,2,Sunday,1,Morning,1,147,33.0
2023-02-26,Hell's Kitchen,2,Sunday,1,Afternoon,2,73,147.0
2023-02-26,Hell's Kitchen,2,Sunday,1,Evening,3,49,73.0
2023-02-27,Hell's Kitchen,2,Monday,0,Morning,1,188,49.0
2023-02-27,Hell's Kitchen,2,Monday,0,Afternoon,2,43,188.0
2023-02-27,Hell's Kitchen,2,Monday,0,Evening,3,41,43.0
2023-02-28,Hell's Kitchen,2,Tuesday,0,Morning,1,68,41.0
2023-02-28,Hell's Kitchen,2,Tuesday,0,Afternoon,2,109,68.0
2023-02-28,Hell's Kitchen,2,Tuesday,0,Evening,3,60,109.0
2023-03-01,Hell's Kitchen,3,Wednesday,0,Morning,1,118,60.0
2023-03-01,Hell's Kitchen,3,Wednesday,0,Afternoon,2,123,118.0
2023-03-01,Hell's Kitchen,3,Wednesday,0,Evening,3,89,123.0
2023-03-02,Hell's Kitchen,3,Thursday,0,Morning,1,105,89.0
2023-03-02,Hell's Kitchen,3,Thursday,0,Afternoon,2,131,105.0
2023-03-02,Hell's Kitchen,3,Thursday,0,Evening,3,95,131.0
2023-03-03,Hell's Kitchen,3,Friday,0,Morning,1,85,95.0
2023-03-03,Hell's Kitchen,3,Friday,0,Afternoon,2,153,85.0
2023-03-03,Hell's Kitchen,3,Friday,0,Evening,3,90,153.0
2023-03-04,Hell's Kitchen,3,Saturday,1,Morning,1,91,90.0
2023-03-04,Hell's Kitchen,3,Saturday,1,Afternoon,2,116,91.0
2023-03-04,Hell's Kitchen,3,Saturday,1,Evening,3,74,116.0
2023-03-05,Hell's Kitchen,3,Sunday,1,Morning,1,104,74.0
2023-03-05,Hell's Kitchen,3,Sunday,1,Afternoon,2,122,104.0
2023-03-05,Hell's Kitchen,3,Sunday,1,Evening,3,73,122.0
2023-03-06,Hell's Kitchen,3,Monday,0,Morning,1,107,73.0
2023-03-06,Hell's Kitchen,3,Monday,0,Afternoon,2,140,107.0
2023-03-06,Hell's Kitchen,3,Monday,0,Evening,3,59,140.0
2023-03-07,Hell's Kitchen,3,Tuesday,0,Morning,1,208,59.0
2023-03-07,Hell's Kitchen,3,Tuesday,0,Afternoon,2,76,208.0
2023-03-07,Hell's Kitchen,3,Tuesday,0,Evening,3,90,76.0
2023-03-08,Hell's Kitchen,3,Wednesday,0,Morning,1,239,90.0
2023-03-08,Hell's Kitchen,3,Wednesday,0,Afternoon,2,70,239.0
2023-03-08,Hell's Kitchen,3,Wednesday,0,Evening,3,48,70.0
2023-03-09,Hell's Kitchen,3,Thursday,0,Morning,1,267,48.0
2023-03-09,Hell's Kitchen,3,Thursday,0,Afternoon,2,71,267.0
2023-03-09,Hell's Kitchen,3,Thursday,0,Evening,3,61,71.0
2023-03-10,Hell's Kitchen,3,Friday,0,Morning,1,246,61.0
2023-03-10,Hell's Kitchen,3,Friday,0,Afternoon,2,86,246.0
2023-03-10,Hell's Kitchen,3,Friday,0,Evening,3,52,86.0
2023-03-11,Hell's Kitchen,3,Saturday,1,Morning,1,241,52.0
2023-03-11,Hell's Kitchen,3,Saturday,1,Afternoon,2,71,241.0
2023-03-11,Hell's Kitchen,3,Saturday,1,Evening,3,51,71.0
2023-03-12,Hell's Kitchen,3,Sunday,1,Morning,1,231,51.0
2023-03-12,Hell's Kitchen,3,Sunday,1,Afternoon,2,78,231.0
2023-03-12,Hell's Kitchen,3,Sunday,1,Evening,3,61,78.0
2023-03-13,Hell's Kitchen,3,Monday,0,Morning,1,259,61.0
2023-03-13,Hell's Kitchen,3,Monday,0,Afternoon,2,100,259.0
2023-03-13,Hell's Kitchen,3,Monday,0,Evening,3,64,100.0
2023-03-14,Hell's Kitchen,3,Tuesday,0,Morning,1,269,64.0
2023-03-14,Hell's Kitchen,3,Tuesday,0,Afternoon,2,66,269.0
2023-03-14,Hell's Kitchen,3,Tuesday,0,Evening,3,45,66.0
2023-03-15,Hell's Kitchen,3,Wednesday,0,Morning,1,206,45.0
2023-03-15,Hell's Kitchen,3,Wednesday,0,Afternoon,2,57,206.0
2023-03-15,Hell's Kitchen,3,Wednesday,0,Evening,3,54,57.0
2023-03-16,Hell's Kitchen,3,Thursday,0,Morning,1,255,54.0
2023-03-16,Hell's Kitchen,3,Thursday,0,Afternoon,2,57,255.0
2023-03-16,Hell's Kitchen,3,Thursday,0,Evening,3,38,57.0
2023-03-17,Hell's Kitchen,3,Friday,0,Morning,1,167,38.0
2023-03-17,Hell's Kitchen,3,Friday,0,Afternoon,2,46,167.0
2023-03-17,Hell's Kitchen,3,Friday,0,Evening,3,23,46.0
2023-03-18,Hell's Kitchen,3,Saturday,1,Morning,1,237,23.0
2023-03-18,Hell's Kitchen,3,Saturday,1,Afternoon,2,67,237.0
2023-03-18,Hell's Kitchen,3,Saturday,1,Evening,3,33,67.0
2023-03-19,Hell's Kitchen,3,Sunday,1,Morning,1,241,33.0
2023-03-19,Hell's Kitchen,3,Sunday,1,Afternoon,2,62,241.0
2023-03-19,Hell's Kitchen,3,Sunday,1,Evening,3,37,62.0
2023-03-20,Hell's Kitchen,3,Monday,0,Morning,1,217,37.0
2023-03-20,Hell's Kitchen,3,Monday,0,Afternoon,2,80,217.0
2023-03-20,Hell's Kitchen,3,Monday,0,Evening,3,54,80.0
2023-03-21,Hell's Kitchen,3,Tuesday,0,Morning,1,243,54.0
2023-03-21,Hell's Kitchen,3,Tuesday,0,Afternoon,2,87,243.0
2023-03-21,Hell's Kitchen,3,Tuesday,0,Evening,3,64,87.0
2023-03-22,Hell's Kitchen,3,Wednesday,0,Morning,1,158,64.0
2023-03-22,Hell's Kitchen,3,Wednesday,0,Afternoon,2,67,158.0
2023-03-22,Hell's Kitchen,3,Wednesday,0,Evening,3,52,67.0
2023-03-23,Hell's Kitchen,3,Thursday,0,Morning,1,211,52.0
2023-03-23,Hell's Kitchen,3,Thursday,0,Afternoon,2,64,211.0
2023-03-23,Hell's Kitchen,3,Thursday,0,Evening,3,50,64.0
2023-03-24,Hell's Kitchen,3,Friday,0,Morning,1,188,50.0
