transaction_date,store_location,month,day_of_week,is_weekend,shift,shift_num,total_cups,total_revenue,prev_revenue,prev_cups
2023-04-21,Astoria,4,Friday,0,Evening,3,56,180.95,212.9,46.0
2023-04-22,Astoria,4,Saturday,1,Morning,1,161,504.7,180.95,56.0
2023-04-22,Astoria,4,Saturday,1,Afternoon,2,177,551.95,504.7,161.0
2023-04-22,Astoria,4,Saturday,1,Evening,3,76,235.3,551.95,177.0
2023-04-23,Astoria,4,Sunday,1,Morning,1,178,580.0,235.3,76.0
2023-04-23,Astoria,4,Sunday,1,Afternoon,2,159,500.1,580.0,178.0
2023-04-23,Astoria,4,Sunday,1,Evening,3,91,303.95,500.1,159.0
2023-04-24,Astoria,4,Monday,0,Morning,1,217,680.7,303.95,91.0
2023-04-24,Astoria,4,Monday,0,Afternoon,2,170,544.7,680.7,217.0
2023-04-24,Astoria,4,Monday,0,Evening,3,103,314.4,544.7,170.0
2023-04-25,Astoria,4,Tuesday,0,Morning,1,170,513.1,314.4,103.0
2023-04-25,Astoria,4,Tuesday,0,Afternoon,2,146,447.25,513.1,170.0
2023-04-25,Astoria,4,Tuesday,0,Evening,3,114,345.75,447.25,146.0
2023-04-26,Astoria,4,Wednesday,0,Morning,1,177,558.0,345.75,114.0
2023-04-26,Astoria,4,Wednesday,0,Afternoon,2,180,566.35,558.0,177.0
2023-04-26,Astoria,4,Wednesday,0,Evening,3,104,323.15,566.35,180.0
2023-04-27,Astoria,4,Thursday,0,Morning,1,180,560.85,323.15,104.0
2023-04-27,Astoria,4,Thursday,0,Afternoon,2,165,522.95,560.85,180.0
2023-04-27,Astoria,4,Thursday,0,Evening,3,116,355.75,522.95,165.0
2023-04-28,Astoria,4,Friday,0,Morning,1,145,430.5,355.75,116.0
2023-04-28,Astoria,4,Friday,0,Afternoon,2,139,431.5,430.5,145.0
2023-04-28,Astoria,4,Friday,0,Evening,3,102,310.7,431.5,139.0
2023-04-29,Astoria,4,Saturday,1,Morning,1,114,354.4,310.7,102.0
2023-04-29,Astoria,4,Saturday,1,Afternoon,2,142,456.65,354.4,114.0
2023-04-29,Astoria,4,Saturday,1,Evening,3,99,313.0,456.65,142.0
2023-04-30,Astoria,4,Sunday,1,Morning,1,182,583.25,313.0,99.0
2023-04-30,Astoria,4,Sunday,1,Afternoon,2,152,469.05,583.25,182.0
2023-04-30,Astoria,4,Sunday,1,Evening,3,52,223.3,469.05,152.0
2023-05-01,Astoria,5,Monday,0,Morning,1,74,226.15,223.3,52.0
2023-05-01,Astoria,5,Monday,0,Afternoon,2,304,940.65,226.15,74.0
2023-05-01,Astoria,5,Monday,0,Evening,3,155,490.85,940.65,304.0
2023-05-02,Astoria,5,Tuesday,0,Morning,1,56,180.2,490.85,155.0
2023-05-02,Astoria,5,Tuesday,0,Afternoon,2,310,967.95,180.2,56.0
2023-05-02,Astoria,5,Tuesday,0,Evening,3,198,610.3,967.95,310.0
2023-05-03,Astoria,5,Wednesday,0,Morning,1,82,256.3,610.3,198.0
2023-05-03,Astoria,5,Wednesday,0,Afternoon,2,302,942.5,256.3,82.0
2023-05-03,Astoria,5,Wednesday,0,Evening,3,183,561.65,942.5,302.0
2023-05-04,Astoria,5,Thursday,0,Morning,1,51,164.8,561.65,183.0
2023-05-04,Astoria,5,Thursday,0,Afternoon,2,332,1039.45,164.8,51.0
2023-05-04,Astoria,5,Thursday,0,Evening,3,164,505.6,1039.45,332.0
2023-05-05,Astoria,5,Friday,0,Morning,1,40,117.4,505.6,164.0
2023-05-05,Astoria,5,Friday,0,Afternoon,2,324,1020.2,117.4,40.0
2023-05-05,Astoria,5,Friday,0,Evening,3,190,589.05,1020.2,324.0
2023-05-06,Astoria,5,Saturday,1,Morning,1,29,94.6,589.05,190.0
2023-05-06,Astoria,5,Saturday,1,Afternoon,2,244,774.25,94.6,29.0
2023-05-06,Astoria,5,Saturday,1,Evening,3,141,424.2,774.25,244.0
2023-05-07,Astoria,5,Sunday,1,Morning,1,195,613.3,424.2,141.0
2023-05-07,Astoria,5,Sunday,1,Afternoon,2,164,516.45,613.3,195.0
2023-05-07,Astoria,5,Sunday,1,Evening,3,93,286.85,516.45,164.0
2023-05-08,Astoria,5,Monday,0,Morning,1,189,631.18,286.85,93.0
2023-05-08,Astoria,5,Monday,0,Afternoon,2,240,896.65,631.18,189.0
2023-05-08,Astoria,5,Monday,0,Evening,3,117,439.85,896.65,240.0
2023-05-09,Astoria,5,Tuesday,0,Morning,1,242,781.08,439.85,117.0
2023-05-09,Astoria,5,Tuesday,0,Afternoon,2,100,436.48,781.08,242.0
2023-05-09,Astoria,5,Tuesday,0,Evening,3,45,144.55,436.48,100.0
2023-05-10,Astoria,5,Wednesday,0,Morning,1,370,1132.15,144.55,45.0
2023-05-10,Astoria,5,Wednesday,0,Afternoon,2,118,351.8,1132.15,370.0
2023-05-10,Astoria,5,Wednesday,0,Evening,3,62,232.95,351.8,118.0
2023-05-11,Astoria,5,Thursday,0,Morning,1,271,852.75,232.95,62.0
2023-05-11,Astoria,5,Thursday,0,Afternoon,2,111,351.2,852.75,271.0
2023-05-11,Astoria,5,Thursday,0,Evening,3,61,191.05,351.2,111.0
2023-05-12,Astoria,5,Friday,0,Morning,1,237,796.68,191.05,61.0
2023-05-12,Astoria,5,Friday,0,Afternoon,2,78,240.75,796.68,237.0
2023-05-12,Astoria,5,Friday,0,Evening,3,47,137.65,240.75,78.0
2023-05-13,Astoria,5,Saturday,1,Morning,1,275,826.3,137.65,47.0
2023-05-13,Astoria,5,Saturday,1,Afternoon,2,105,300.9,826.3,275.0
2023-05-13,Astoria,5,Saturday,1,Evening,3,59,172.65,300.9,105.0
2023-05-14,Astoria,5,Sunday,1,Morning,1,271,940.15,172.65,59.0
2023-05-14,Astoria,5,Sunday,1,Afternoon,2,81,307.55,940.15,271.0
2023-05-14,Astoria,5,Sunday,1,Evening,3,65,234.3,307.55,81.0
2023-05-15,Astoria,5,Monday,0,Morning,1,420,1433.23,234.3,65.0
2023-05-15,Astoria,5,Monday,0,Afternoon,2,116,357.9,1433.23,420.0
2023-05-15,Astoria,5,Monday,0,Evening,3,94,389.75,357.9,116.0
2023-05-16,Astoria,5,Tuesday,0,Morning,1,398,1267.95,389.75,94.0
2023-05-16,Astoria,5,Tuesday,0,Afternoon,2,128,415.8,1267.95,398.0
2023-05-16,Astoria,5,Tuesday,0,Evening,3,97,358.4,415.8,128.0
2023-05-17,Astoria,5,Wednesday,0,Morning,1,391,1323.95,358.4,97.0
2023-05-17,Astoria,5,Wednesday,0,Afternoon,2,102,343.6,1323.95,391.0
2023-05-17,Astoria,5,Wednesday,0,Evening,3,73,274.95,343.6,102.0
2023-05-18,Astoria,5,Thursday,0,Morning,1,380,1242.31,274.95,73.0
2023-05-18,Astoria,5,Thursday,0,Afternoon,2,118,437.53,1242.31,380.0
2023-05-18,Astoria,5,Thursday,0,Evening,3,68,286.1,437.53,118.0
2023-05-19,Astoria,5,Friday,0,Morning,1,450,1529.7,286.1,68.0
2023-05-19,Astoria,5,Friday,0,Afternoon,2,109,354.8,1529.7,450.0
2023-05-19,Astoria,5,Friday,0,Evening,3,85,300.2,354.8,109.0
2023-05-20,Astoria,5,Saturday,1,Morning,1,249,1076.15,300.2,85.0
2023-05-20,Astoria,5,Saturday,1,Afternoon,2,101,427.15,1076.15,249.0
2023-05-20,Astoria,5,Saturday,1,Evening,3,73,295.43,427.15,101.0
2023-05-21,Astoria,5,Sunday,1,Morning,1,265,1016.38,295.43,73.0
2023-05-21,Astoria,5,Sunday,1,Afternoon,2,76,295.3,1016.38,265.0
2023-05-21,Astoria,5,Sunday,1,Evening,3,77,257.1,295.3,76.0
2023-05-22,Astoria,5,Monday,0,Morning,1,234,713.8,257.1,77.0
2023-05-22,Astoria,5,Monday,0,Afternoon,2,227,692.25,713.8,234.0
2023-05-22,Astoria,5,Monday,0,Evening,3,121,367.1,692.25,227.0
2023-05-23,Astoria,5,Tuesday,0,Morning,1,199,642.95,367.1,121.0
2023-05-23,Astoria,5,Tuesday,0,Afternoon,2,192,581.85,642.95,199.0
2023-05-23,Astoria,5,Tuesday,0,Evening,3,134,428.3,581.85,192.0
2023-05-24,Astoria,5,Wednesday,0,Morning,1,227,696.05,428.3,134.0
2023-05-24,Astoria,5,Wednesday,0,Afternoon,2,241,766.05,696.05,227.0
2023-05-24,Astoria,5,Wednesday,0,Evening,3,137,427.55,766.05,241.0
2023-05-25,Astoria,5,Thursday,0,Morning,1,193,590.25,427.55,137.0
2023-05-25,Astoria,5,Thursday,0,Afternoon,2,209,650.7,590.25,193.0
2023-05-25,Astoria,5,Thursday,0,Evening,3,126,387.2,650.7,209.0
2023-05-26,Astoria,5,Friday,0,Morning,1,227,708.35,387.2,126.0
2023-05-26,Astoria,5,Friday,0,Afternoon,2,233,720.5,708.35,227.0
2023-05-26,Astoria,5,Friday,0,Evening,3,131,397.8,720.5,233.0
2023-05-27,Astoria,5,Saturday,1,Morning,1,222,692.05,397.8,131.0
2023-05-27,Astoria,5,Saturday,1,Afternoon,2,189,578.15,692.05,222.0
2023-05-27,Astoria,5,Saturday,1,Evening,3,129,390.85,578.15,189.0
2023-05-28,Astoria,5,Sunday,1,Morning,1,207,622.75,390.85,129.0
2023-05-28,Astoria,5,Sunday,1,Afternoon,2,204,628.05,622.75,207.0
2023-05-28,Astoria,5,Sunday,1,Evening,3,120,362.05,628.05,204.0
2023-05-29,Astoria,5,Monday,0,Morning,1,190,612.85,362.05,120.0
2023-05-29,Astoria,5,Monday,0,Afternoon,2,212,670.9,612.85,190.0
2023-05-29,Astoria,5,Monday,0,Evening,3,114,353.35,670.9,212.0
2023-05-30,Astoria,5,Tuesday,0,Morning,1,266,820.3,353.35,114.0
2023-05-30,Astoria,5,Tuesday,0,Afternoon,2,175,552.7,820.3,266.0
2023-05-30,Astoria,5,Tuesday,0,Evening,3,98,297.95,552.7,175.0
2023-05-31,Astoria,5,Wednesday,0,Morning,1,302,1011.11,297.95,98.0
2023-05-31,Astoria,5,Wednesday,0,Afternoon,2,123,385.5,1011.11,302.0
2023-05-31,Astoria,5,Wednesday,0,Evening,3,87,274.5,385.5,123.0
2023-06-01,Astoria,6,Thursday,0,Morning,1,67,205.15,274.5,87.0
2023-06-01,Astoria,6,Thursday,0,Afternoon,2,331,999.7,205.15,67.0
2023-06-01,Astoria,6,Thursday,0,Evening,3,185,590.0,999.7,331.0
2023-06-02,Astoria,6,Friday,0,Morning,1,56,169.5,590.0,185.0
2023-06-02,Astoria,6,Friday,0,Afternoon,2,346,1076.9,169.5,56.0
2023-06-02,Astoria,6,Friday,0,Evening,3,220,669.05,1076.9,346.0
2023-06-03,Astoria,6,Saturday,1,Morning,1,96,300.75,669.05,220.0
2023-06-03,Astoria,6,Saturday,1,Afternoon,2,328,1037.35,300.75,96.0
2023-06-03,Astoria,6,Saturday,1,Evening,3,192,615.4,1037.35,328.0
2023-06-04,Astoria,6,Sunday,1,Morning,1,52,165.75,615.4,192.0
2023-06-04,Astoria,6,Sunday,1,Afternoon,2,342,1048.05,165.75,52.0
2023-06-04,Astoria,6,Sunday,1,Evening,3,178,547.1,1048.05,342.0
2023-06-05,Astoria,6,Monday,0,Morning,1,46,136.15,547.1,178.0
2023-06-05,Astoria,6,Monday,0,Afternoon,2,350,1094.4,136.15,46.0
2023-06-05,Astoria,6,Monday,0,Evening,3,199,611.9,1094.4,350.0
2023-06-06,Astoria,6,Tuesday,0,Morning,1,36,111.75,611.9,199.0
2023-06-06,Astoria,6,Tuesday,0,Afternoon,2,255,802.45,111.75,36.0
2023-06-06,Astoria,6,Tuesday,0,Evening,3,155,482.9,802.45,255.0
2023-06-07,Astoria,6,Wednesday,0,Morning,1,200,636.4,482.9,155.0
2023-06-07,Astoria,6,Wednesday,0,Afternoon,2,184,577.05,636.4,200.0
2023-06-07,Astoria,6,Wednesday,0,Evening,3,110,342.1,577.05,184.0
2023-06-08,Astoria,6,Thursday,0,Morning,1,210,764.53,342.1,110.0
2023-06-08,Astoria,6,Thursday,0,Afternoon,2,233,874.0,764.53,210.0
2023-06-08,Astoria,6,Thursday,0,Evening,3,131,530.15,874.0,233.0
2023-06-09,Astoria,6,Friday,0,Morning,1,281,951.3,530.15,131.0
2023-06-09,Astoria,6,Friday,0,Afternoon,2,99,402.18,951.3,281.0
2023-06-09,Astoria,6,Friday,0,Evening,3,53,165.0,402.18,99.0
2023-06-10,Astoria,6,Saturday,1,Morning,1,367,1114.45,165.0,53.0
2023-06-10,Astoria,6,Saturday,1,Afternoon,2,107,342.75,1114.45,367.0
2023-06-10,Astoria,6,Saturday,1,Evening,3,64,292.25,342.75,107.0
2023-06-11,Astoria,6,Sunday,1,Morning,1,323,1057.95,292.25,64.0
2023-06-11,Astoria,6,Sunday,1,Afternoon,2,120,391.2,1057.95,323.0
2023-06-11,Astoria,6,Sunday,1,Evening,3,81,254.5,391.2,120.0
2023-06-12,Astoria,6,Monday,0,Morning,1,242,756.7,254.5,81.0
2023-06-12,Astoria,6,Monday,0,Afternoon,2,89,299.0,756.7,242.0
2023-06-12,Astoria,6,Monday,0,Evening,3,63,188.9,299.0,89.0
2023-06-13,Astoria,6,Tuesday,0,Morning,1,311,936.6,188.9,63.0
2023-06-13,Astoria,6,Tuesday,0,Afternoon,2,100,294.05,936.6,311.0
2023-06-13,Astoria,6,Tuesday,0,Evening,3,69,208.8,294.05,100.0
2023-06-14,Astoria,6,Wednesday,0,Morning,1,264,983.35,208.8,69.0
2023-06-14,Astoria,6,Wednesday,0,Afternoon,2,86,359.2,983.35,264.0
2023-06-14,Astoria,6,Wednesday,0,Evening,3,75,246.0,359.2,86.0
2023-06-15,Astoria,6,Thursday,0,Morning,1,461,1622.76,246.0,75.0
2023-06-15,Astoria,6,Thursday,0,Afternoon,2,106,335.35,1622.76,461.0
2023-06-15,Astoria,6,Thursday,0,Evening,3,94,415.1,335.35,106.0
2023-06-16,Astoria,6,Friday,0,Morning,1,435,1369.05,415.1,94.0
2023-06-16,Astoria,6,Friday,0,Afternoon,2,155,539.7,1369.05,435.0
2023-06-16,Astoria,6,Friday,0,Evening,3,89,321.05,539.7,155.0
2023-06-17,Astoria,6,Saturday,1,Morning,1,419,1411.65,321.05,89.0
2023-06-17,Astoria,6,Saturday,1,Afternoon,2,104,324.45,1411.65,419.0
2023-06-17,Astoria,6,Saturday,1,Evening,3,95,336.55,324.45,104.0
2023-06-18,Astoria,6,Sunday,1,Morning,1,398,1280.6,336.55,95.0
2023-06-18,Astoria,6,Sunday,1,Afternoon,2,131,436.98,1280.6,398.0
2023-06-18,Astoria,6,Sunday,1,Evening,3,76,327.3,436.98,131.0
2023-06-19,Astoria,6,Monday,0,Morning,1,474,1695.6299999999999,327.3,76.0
2023-06-19,Astoria,6,Monday,0,Afternoon,2,119,395.4,1695.6299999999999,474.0
2023-06-19,Astoria,6,Monday,0,Evening,3,95,455.4,395.4,119.0
2023-06-20,Astoria,6,Tuesday,0,Morning,1,273,1018.35,455.4,95.0
2023-06-20,Astoria,6,Tuesday,0,Afternoon,2,104,449.75,1018.35,273.0
2023-06-20,Astoria,6,Tuesday,0,Evening,3,63,211.28,449.75,104.0
2023-06-21,Astoria,6,Wednesday,0,Morning,1,289,1015.9,211.28,63.0
2023-06-21,Astoria,6,Wednesday,0,Afternoon,2,71,332.65,1015.9,289.0
2023-06-21,Astoria,6,Wednesday,0,Evening,3,78,265.7,332.65,71.0
2023-06-22,Astoria,6,Thursday,0,Morning,1,237,755.35,265.7,78.0
2023-06-22,Astoria,6,Thursday,0,Afternoon,2,258,808.35,755.35,237.0
2023-06-22,Astoria,6,Thursday,0,Evening,3,118,348.35,808.35,258.0
2023-06-23,Astoria,6,Friday,0,Morning,1,230,731.05,348.35,118.0
2023-06-23,Astoria,6,Friday,0,Afternoon,2,225,686.95,731.05,230.0
2023-06-23,Astoria,6,Friday,0,Evening,3,139,446.4,686.95,225.0
2023-06-24,Astoria,6,Saturday,1,Morning,1,264,815.85,446.4,139.0
2023-06-24,Astoria,6,Saturday,1,Afternoon,2,269,857.4,815.85,264.0
2023-06-24,Astoria,6,Saturday,1,Evening,3,145,444.3,857.4,269.0
2023-06-25,Astoria,6,Sunday,1,Morning,1,222,660.6,444.3,145.0
2023-06-25,Astoria,6,Sunday,1,Afternoon,2,219,685.05,660.6,222.0
2023-06-25,Astoria,6,Sunday,1,Evening,3,127,395.05,685.05,219.0
2023-06-26,Astoria,6,Monday,0,Morning,1,253,794.35,395.05,127.0
2023-06-26,Astoria,6,Monday,0,Afternoon,2,237,742.25,794.35,253.0
2023-06-26,Astoria,6,Monday,0,Evening,3,145,438.5,742.25,237.0
2023-06-27,Astoria,6,Tuesday,0,Morning,1,234,728.4,438.5,145.0
2023-06-27,Astoria,6,Tuesday,0,Afternoon,2,220,700.45,728.4,234.0
2023-06-27,Astoria,6,Tuesday,0,Evening,3,144,432.7,700.45,220.0
2023-06-28,Astoria,6,Wednesday,0,Morning,1,249,742.75,432.7,144.0
2023-06-28,Astoria,6,Wednesday,0,Afternoon,2,205,631.15,742.75,249.0
2023-06-28,Astoria,6,Wednesday,0,Evening,3,126,384.2,631.15,205.0
2023-06-29,Astoria,6,Thursday,0,Morning,1,212,683.3,384.2,126.0
2023-06-29,Astoria,6,Thursday,0,Afternoon,2,233,727.35,683.3,212.0
2023-06-29,Astoria,6,Thursday,0,Evening,3,140,442.1,727.35,233.0
2023-06-30,Astoria,6,Friday,0,Morning,1,317,981.0,442.1,140.0
2023-06-30,Astoria,6,Friday,0,Afternoon,2,146,472.2,981.0,317.0
2023-06-30,Astoria,6,Friday,0,Evening,3,114,354.45,472.2,146.0
2023-01-01,Hell's Kitchen,1,Sunday,1,Morning,1,75,244.4,0.0,0.0
2023-01-01,Hell's Kitchen,1,Sunday,1,Afternoon,2,109,330.25,244.4,75.0
2023-01-01,Hell's Kitchen,1,Sunday,1,Evening,3,86,276.8,330.25,109.0
2023-01-02,Hell's Kitchen,1,Monday,0,Morning,1,99,307.25,276.8,86.0
2023-01-02,Hell's Kitchen,1,Monday,0,Afternoon,2,109,325.6,307.25,99.0
2023-01-02,Hell's Kitchen,1,Monday,0,Evening,3,64,195.95,325.6,109.0
2023-01-03,Hell's Kitchen,1,Tuesday,0,Morning,1,93,286.0,195.95,64.0
2023-01-03,Hell's Kitchen,1,Tuesday,0,Afternoon,2,135,413.35,286.0,93.0
2023-01-03,Hell's Kitchen,1,Tuesday,0,Evening,3,67,206.9,413.35,135.0
2023-01-04,Hell's Kitchen,1,Wednesday,0,Morning,1,87,268.15,206.9,67.0
2023-01-04,Hell's Kitchen,1,Wednesday,0,Afternoon,2,97,298.4,268.15,87.0
2023-01-04,Hell's Kitchen,1,Wednesday,0,Evening,3,72,215.1,298.4,97.0
2023-01-05,Hell's Kitchen,1,Thursday,0,Morning,1,71,224.15,215.1,72.0
2023-01-05,Hell's Kitchen,1,Thursday,0,Afternoon,2,102,311.4,224.15,71.0
2023-01-05,Hell's Kitchen,1,Thursday,0,Evening,3,62,179.35,311.4,102.0
2023-01-06,Hell's Kitchen,1,Friday,0,Morning,1,84,250.7,179.35,62.0
2023-01-06,Hell's Kitchen,1,Friday,0,Afternoon,2,120,353.8,250.7,84.0
2023-01-06,Hell's Kitchen,1,Friday,0,Evening,3,52,162.7,353.8,120.0
2023-01-07,Hell's Kitchen,1,Saturday,1,Morning,1,213,696.55,162.7,52.0
2023-01-07,Hell's Kitchen,1,Saturday,1,Afternoon,2,42,128.75,696.55,213.0
2023-01-07,Hell's Kitchen,1,Saturday,1,Evening,3,68,198.8,128.75,42.0
2023-01-08,Hell's Kitchen,1,Sunday,1,Morning,1,184,582.25,198.8,68.0
2023-01-08,Hell's Kitchen,1,Sunday,1,Afternoon,2,58,177.58,582.25,184.0
2023-01-08,Hell's Kitchen,1,Sunday,1,Evening,3,35,113.0,177.58,58.0
2023-01-09,Hell's Kitchen,1,Monday,0,Morning,1,182,614.4,113.0,35.0
2023-01-09,Hell's Kitchen,1,Monday,0,Afternoon,2,55,169.5,614.4,182.0
2023-01-09,Hell's Kitchen,1,Monday,0,Evening,3,35,110.5,169.5,55.0
2023-01-10,Hell's Kitchen,1,Tuesday,0,Morning,1,173,528.6,110.5,35.0
2023-01-10,Hell's Kitchen,1,Tuesday,0,Afternoon,2,61,173.6,528.6,173.0
2023-01-10,Hell's Kitchen,1,Tuesday,0,Evening,3,39,105.9,173.6,61.0
2023-01-11,Hell's Kitchen,1,Wednesday,0,Morning,1,198,670.95,105.9,39.0
2023-01-11,Hell's Kitchen,1,Wednesday,0,Afternoon,2,55,169.0,670.95,198.0
2023-01-11,Hell's Kitchen,1,Wednesday,0,Evening,3,42,134.6,169.0,55.0
2023-01-12,Hell's Kitchen,1,Thursday,0,Morning,1,149,411.85,134.6,42.0
2023-01-12,Hell's Kitchen,1,Thursday,0,Afternoon,2,64,212.95,411.85,149.0
2023-01-12,Hell's Kitchen,1,Thursday,0,Evening,3,38,127.1,212.95,64.0
2023-01-13,Hell's Kitchen,1,Friday,0,Morning,1,274,866.2,127.1,38.0
2023-01-13,Hell's Kitchen,1,Friday,0,Afternoon,2,80,291.9,866.2,274.0
2023-01-13,Hell's Kitchen,1,Friday,0,Evening,3,55,204.5,291.9,80.0
2023-01-14,Hell's Kitchen,1,Saturday,1,Morning,1,233,824.58,204.5,55.0
2023-01-14,Hell's Kitchen,1,Saturday,1,Afternoon,2,36,122.7,824.58,233.0
2023-01-14,Hell's Kitchen,1,Saturday,1,Evening,3,57,196.53,122.7,36.0
2023-01-15,Hell's Kitchen,1,Sunday,1,Morning,1,196,697.3,196.53,57.0
2023-01-15,Hell's Kitchen,1,Sunday,1,Afternoon,2,47,159.78,697.3,196.0
2023-01-15,Hell's Kitchen,1,Sunday,1,Evening,3,37,105.35,159.78,47.0
2023-01-16,Hell's Kitchen,1,Monday,0,Morning,1,196,703.45,105.35,37.0
2023-01-16,Hell's Kitchen,1,Monday,0,Afternoon,2,46,141.5,703.45,196.0
2023-01-16,Hell's Kitchen,1,Monday,0,Evening,3,35,106.2,141.5,46.0
2023-01-17,Hell's Kitchen,1,Tuesday,0,Morning,1,169,1234.9,106.2,35.0
2023-01-17,Hell's Kitchen,1,Tuesday,0,Afternoon,2,33,153.6,1234.9,169.0
2023-01-17,Hell's Kitchen,1,Tuesday,0,Evening,3,12,33.0,153.6,33.0
2023-01-18,Hell's Kitchen,1,Wednesday,0,Morning,1,186,618.35,33.0,12.0
2023-01-18,Hell's Kitchen,1,Wednesday,0,Afternoon,2,53,151.75,618.35,186.0
2023-01-18,Hell's Kitchen,1,Wednesday,0,Evening,3,24,76.0,151.75,53.0
2023-01-19,Hell's Kitchen,1,Thursday,0,Morning,1,205,755.0,76.0,24.0
2023-01-19,Hell's Kitchen,1,Thursday,0,Afternoon,2,59,192.45,755.0,205.0
2023-01-19,Hell's Kitchen,1,Thursday,0,Evening,3,29,98.8,192.45,59.0
2023-01-20,Hell's Kitchen,1,Friday,0,Morning,1,172,547.85,98.8,29.0
2023-01-20,Hell's Kitchen,1,Friday,0,Afternoon,2,65,240.05,547.85,172.0
2023-01-20,Hell's Kitchen,1,Friday,0,Evening,3,47,152.85,240.05,65.0
2023-01-21,Hell's Kitchen,1,Saturday,1,Morning,1,207,737.15,152.85,47.0
2023-01-21,Hell's Kitchen,1,Saturday,1,Afternoon,2,71,218.7,737.15,207.0
2023-01-21,Hell's Kitchen,1,Saturday,1,Evening,3,40,119.65,218.7,71.0
2023-01-22,Hell's Kitchen,1,Sunday,1,Morning,1,102,334.9,119.65,40.0
2023-01-22,Hell's Kitchen,1,Sunday,1,Afternoon,2,56,169.0,334.9,102.0
2023-01-22,Hell's Kitchen,1,Sunday,1,Evening,3,38,117.55,169.0,56.0
2023-01-23,Hell's Kitchen,1,Monday,0,Morning,1,192,674.8,117.55,38.0
2023-01-23,Hell's Kitchen,1,Monday,0,Afternoon,2,65,205.65,674.8,192.0
2023-01-23,Hell's Kitchen,1,Monday,0,Evening,3,47,145.65,205.65,65.0
2023-01-24,Hell's Kitchen,1,Tuesday,0,Morning,1,132,488.75,145.65,47.0
2023-01-24,Hell's Kitchen,1,Tuesday,0,Afternoon,2,78,225.2,488.75,132.0
2023-01-24,Hell's Kitchen,1,Tuesday,0,Evening,3,32,127.15,225.2,78.0
2023-01-25,Hell's Kitchen,1,Wednesday,0,Morning,1,153,522.2,127.15,32.0
2023-01-25,Hell's Kitchen,1,Wednesday,0,Afternoon,2,70,212.75,522.2,153.0
2023-01-25,Hell's Kitchen,1,Wednesday,0,Evening,3,35,105.75,212.75,70.0
2023-01-26,Hell's Kitchen,1,Thursday,0,Morning,1,145,495.15,105.75,35.0
2023-01-26,Hell's Kitchen,1,Thursday,0,Afternoon,2,55,178.75,495.15,145.0
2023-01-26,Hell's Kitchen,1,Thursday,0,Evening,3,55,182.53,178.75,55.0
2023-01-27,Hell's Kitchen,1,Friday,0,Morning,1,182,527.5,182.53,55.0
2023-01-27,Hell's Kitchen,1,Friday,0,Afternoon,2,42,125.85,527.5,182.0
2023-01-27,Hell's Kitchen,1,Friday,0,Evening,3,40,106.7,125.85,42.0
2023-01-28,Hell's Kitchen,1,Saturday,1,Morning,1,64,200.45,106.7,40.0
2023-01-28,Hell's Kitchen,1,Saturday,1,Afternoon,2,118,362.05,200.45,64.0
2023-01-28,Hell's Kitchen,1,Saturday,1,Evening,3,45,137.15,362.05,118.0
2023-01-29,Hell's Kitchen,1,Sunday,1,Morning,1,74,229.4,137.15,45.0
2023-01-29,Hell's Kitchen,1,Sunday,1,Afternoon,2,84,257.55,229.4,74.0
2023-01-29,Hell's Kitchen,1,Sunday,1,Evening,3,37,125.2,257.55,84.0
2023-01-30,Hell's Kitchen,1,Monday,0,Morning,1,147,525.85,125.2,37.0
2023-01-30,Hell's Kitchen,1,Monday,0,Afternoon,2,57,222.35,525.85,147.0
2023-01-30,Hell's Kitchen,1,Monday,0,Evening,3,38,120.2,222.35,57.0
2023-01-31,Hell's Kitchen,1,Tuesday,0,Morning,1,155,572.65,120.2,38.0
2023-01-31,Hell's Kitchen,1,Tuesday,0,Afternoon,2,38,117.1,572.65,155.0
2023-01-31,Hell's Kitchen,1,Tuesday,0,Evening,3,25,78.65,117.1,38.0
2023-02-01,Hell's Kitchen,2,Wednesday,0,Morning,1,73,243.35,78.65,25.0
2023-02-01,Hell's Kitchen,2,Wednesday,0,Afternoon,2,110,334.0,243.35,73.0
2023-02-01,Hell's Kitchen,2,Wednesday,0,Evening,3,86,272.05,334.0,110.0
2023-02-02,Hell's Kitchen,2,Thursday,0,Morning,1,104,338.3,272.05,86.0
2023-02-02,Hell's Kitchen,2,Thursday,0,Afternoon,2,119,345.45,338.3,104.0
2023-02-02,Hell's Kitchen,2,Thursday,0,Evening,3,64,200.2,345.45,119.0
2023-02-03,Hell's Kitchen,2,Friday,0,Morning,1,92,284.2,200.2,64.0
2023-02-03,Hell's Kitchen,2,Friday,0,Afternoon,2,121,376.75,284.2,92.0
2023-02-03,Hell's Kitchen,2,Friday,0,Evening,3,78,235.05,376.75,121.0
2023-02-04,Hell's Kitchen,2,Saturday,1,Morning,1,102,321.15,235.05,78.0
2023-02-04,Hell's Kitchen,2,Saturday,1,Afternoon,2,106,323.3,321.15,102.0
2023-02-04,Hell's Kitchen,2,Saturday,1,Evening,3,70,200.2,323.3,106.0
2023-02-05,Hell's Kitchen,2,Sunday,1,Morning,1,81,250.45,200.2,70.0
2023-02-05,Hell's Kitchen,2,Sunday,1,Afternoon,2,93,279.4,250.45,81.0
2023-02-05,Hell's Kitchen,2,Sunday,1,Evening,3,59,179.5,279.4,93.0
2023-02-06,Hell's Kitchen,2,Monday,0,Morning,1,72,220.75,179.5,59.0
