transaction_date,store_location,month,day_of_week,is_weekend,shift,Bakery,Branded,Coffee,Coffee_beans,Drinking_Chocolate,Flavours,Loose_Tea,Packaged_Chocolate,Tea,total_shift_cups
2023-02-01,Hell's Kitchen,2,Wednesday,0,Morning,7,0,28,0,7,0,0,0,31,73
2023-02-01,Lower Manhattan,2,Wednesday,0,Afternoon,16,0,63,0,10,0,0,0,30,119
2023-02-01,Lower Manhattan,2,Wednesday,0,Evening,3,0,19,0,0,0,0,0,12,34
2023-02-01,Lower Manhattan,2,Wednesday,0,Morning,12,0,40,0,10,0,0,0,40,102
2023-02-02,Astoria,2,Thursday,0,Afternoon,15,0,65,0,18,0,0,0,78,176
2023-02-02,Astoria,2,Thursday,0,Evening,14,0,47,0,7,0,0,0,36,104
2023-02-02,Astoria,2,Thursday,0,Morning,2,0,11,0,2,0,0,0,7,22
2023-02-02,Hell's Kitchen,2,Thursday,0,Afternoon,12,0,55,0,6,0,0,0,46,119
2023-02-02,Hell's Kitchen,2,Thursday,0,Evening,3,0,30,0,5,0,0,0,26,64
2023-02-02,Hell's Kitchen,2,Thursday,0,Morning,7,0,46,0,18,0,0,0,33,104
2023-02-02,Lower Manhattan,2,Thursday,0,Afternoon,16,0,50,0,2,0,0,0,40,108
2023-02-02,Lower Manhattan,2,Thursday,0,Evening,3,0,12,0,6,0,0,0,9,30
2023-02-02,Lower Manhattan,2,Thursday,0,Morning,8,0,30,0,10,0,0,0,39,87
2023-02-03,Astoria,2,Friday,0,Afternoon,22,0,79,0,22,0,0,0,68,191
2023-02-03,Astoria,2,Friday,0,Evening,8,0,32,0,13,0,0,0,29,82
2023-02-03,Astoria,2,Friday,0,Morning,1,0,17,0,3,0,0,0,7,28
2023-02-03,Hell's Kitchen,2,Friday,0,Afternoon,11,0,47,0,9,0,0,0,54,121
2023-02-03,Hell's Kitchen,2,Friday,0,Evening,8,0,35,0,5,0,0,0,30,78
2023-02-03,Hell's Kitchen,2,Friday,0,Morning,8,0,29,0,11,0,0,0,44,92
2023-02-03,Lower Manhattan,2,Friday,0,Afternoon,15,0,52,0,7,0,0,0,38,112
2023-02-03,Lower Manhattan,2,Friday,0,Evening,3,0,16,0,1,0,0,0,8,28
2023-02-03,Lower Manhattan,2,Friday,0,Morning,11,0,49,0,4,0,0,0,38,102
2023-02-04,Astoria,2,Saturday,1,Afternoon,16,0,75,0,17,0,0,0,60,168
2023-02-04,Astoria,2,Saturday,1,Evening,8,0,38,0,5,0,0,0,21,72
2023-02-04,Astoria,2,Saturday,1,Morning,3,0,17,0,3,0,0,0,8,31
2023-02-04,Hell's Kitchen,2,Saturday,1,Afternoon,10,0,57,0,13,0,0,0,26,106
2023-02-04,Hell's Kitchen,2,Saturday,1,Evening,5,0,28,0,6,0,0,0,31,70
2023-02-04,Hell's Kitchen,2,Saturday,1,Morning,7,0,58,0,9,0,0,0,28,102
2023-02-04,Lower Manhattan,2,Saturday,1,Afternoon,10,0,52,0,14,0,0,0,54,130
2023-02-04,Lower Manhattan,2,Saturday,1,Evening,9,0,29,0,2,0,0,0,6,46
2023-02-04,Lower Manhattan,2,Saturday,1,Morning,18,0,39,0,3,0,0,0,49,109
2023-02-05,Astoria,2,Sunday,1,Afternoon,20,0,80,0,18,0,0,0,56,174
2023-02-05,Astoria,2,Sunday,1,Evening,10,0,39,0,2,0,0,0,30,81
2023-02-05,Astoria,2,Sunday,1,Morning,5,0,15,0,2,0,0,0,6,28
2023-02-05,Hell's Kitchen,2,Sunday,1,Afternoon,5,0,31,0,9,0,0,0,48,93
2023-02-05,Hell's Kitchen,2,Sunday,1,Evening,4,0,27,0,5,0,0,0,23,59
2023-02-05,Hell's Kitchen,2,Sunday,1,Morning,7,0,26,0,8,0,0,0,40,81
2023-02-05,Lower Manhattan,2,Sunday,1,Afternoon,13,0,25,0,10,0,0,0,40,88
2023-02-05,Lower Manhattan,2,Sunday,1,Evening,2,0,11,0,0,0,0,0,9,22
2023-02-05,Lower Manhattan,2,Sunday,1,Morning,18,0,58,0,4,0,0,0,42,122
2023-02-06,Astoria,2,Monday,0,Afternoon,18,0,52,0,10,0,0,0,41,121
2023-02-06,Astoria,2,Monday,0,Evening,5,0,27,0,6,0,0,0,33,71
2023-02-06,Astoria,2,Monday,0,Morning,2,0,5,0,4,0,0,0,6,17
2023-02-06,Hell's Kitchen,2,Monday,0,Afternoon,10,0,70,0,5,0,0,0,39,124
2023-02-06,Hell's Kitchen,2,Monday,0,Evening,5,0,31,0,4,0,0,0,28,68
2023-02-06,Hell's Kitchen,2,Monday,0,Morning,7,0,37,0,7,0,0,0,21,72
2023-02-06,Lower Manhattan,2,Monday,0,Afternoon,7,0,38,0,19,0,0,0,36,100
2023-02-06,Lower Manhattan,2,Monday,0,Evening,2,0,17,0,5,0,0,0,17,41
2023-02-06,Lower Manhattan,2,Monday,0,Morning,11,0,48,0,7,0,0,0,32,98
2023-02-07,Astoria,2,Tuesday,0,Afternoon,10,0,38,0,6,0,0,0,31,85
2023-02-07,Astoria,2,Tuesday,0,Evening,6,0,27,0,11,0,0,0,22,66
2023-02-07,Astoria,2,Tuesday,0,Morning,11,0,41,0,8,0,0,0,44,104
2023-02-07,Hell's Kitchen,2,Tuesday,0,Afternoon,7,0,29,0,6,2,0,1,15,60
2023-02-07,Hell's Kitchen,2,Tuesday,0,Evening,8,0,36,0,7,5,0,0,24,80
2023-02-07,Hell's Kitchen,2,Tuesday,0,Morning,14,0,58,3,11,14,0,1,51,152
2023-02-07,Lower Manhattan,2,Tuesday,0,Afternoon,1,0,3,0,0,0,0,0,6,10
2023-02-07,Lower Manhattan,2,Tuesday,0,Morning,23,0,85,3,10,17,4,1,69,212
2023-02-08,Astoria,2,Wednesday,0,Afternoon,21,1,41,0,13,0,2,1,30,109
2023-02-08,Astoria,2,Wednesday,0,Evening,11,0,18,3,6,0,0,0,22,60
2023-02-08,Astoria,2,Wednesday,0,Morning,6,0,33,0,10,2,1,0,42,94
2023-02-08,Hell's Kitchen,2,Wednesday,0,Afternoon,7,0,39,1,3,12,0,1,15,78
2023-02-08,Hell's Kitchen,2,Wednesday,0,Evening,1,0,17,0,3,5,0,0,12,38
2023-02-08,Hell's Kitchen,2,Wednesday,0,Morning,15,0,88,3,11,7,1,0,57,182
2023-02-08,Lower Manhattan,2,Wednesday,0,Afternoon,4,0,26,0,3,12,1,0,20,66
2023-02-08,Lower Manhattan,2,Wednesday,0,Evening,0,0,11,0,1,3,0,0,16,31
2023-02-08,Lower Manhattan,2,Wednesday,0,Morning,25,1,63,3,16,18,2,0,58,186
2023-02-09,Astoria,2,Thursday,0,Afternoon,6,0,18,5,2,0,1,0,12,44
2023-02-09,Astoria,2,Thursday,0,Evening,1,0,9,0,3,0,0,1,12,26
2023-02-09,Astoria,2,Thursday,0,Morning,16,0,73,2,13,0,0,0,51,155
2023-02-09,Hell's Kitchen,2,Thursday,0,Afternoon,7,0,12,0,9,5,0,0,17,50
2023-02-09,Hell's Kitchen,2,Thursday,0,Evening,4,0,14,0,2,1,0,0,9,30
2023-02-09,Hell's Kitchen,2,Thursday,0,Morning,26,0,88,0,13,24,1,2,58,212
2023-02-09,Lower Manhattan,2,Thursday,0,Afternoon,5,0,19,0,6,0,0,1,15,46
2023-02-09,Lower Manhattan,2,Thursday,0,Evening,6,0,22,0,2,0,2,0,6,38
2023-02-09,Lower Manhattan,2,Thursday,0,Morning,13,3,63,1,19,0,2,2,57,160
2023-02-10,Astoria,2,Friday,0,Afternoon,4,1,25,0,4,10,0,0,18,62
2023-02-10,Astoria,2,Friday,0,Evening,3,0,6,0,6,2,0,0,8,25
2023-02-10,Astoria,2,Friday,0,Morning,17,1,72,1,15,25,1,1,77,210
2023-02-10,Hell's Kitchen,2,Friday,0,Afternoon,6,0,32,1,3,2,1,0,21,66
2023-02-10,Hell's Kitchen,2,Friday,0,Evening,7,0,23,1,0,2,0,1,23,57
2023-02-10,Hell's Kitchen,2,Friday,0,Morning,30,0,80,4,14,8,1,0,66,203
2023-02-10,Lower Manhattan,2,Friday,0,Afternoon,8,0,41,2,3,6,1,0,15,76
2023-02-10,Lower Manhattan,2,Friday,0,Evening,2,0,5,0,0,0,0,0,4,11
2023-02-10,Lower Manhattan,2,Friday,0,Morning,25,1,80,1,20,21,1,2,57,208
2023-02-11,Astoria,2,Saturday,1,Afternoon,4,1,24,0,4,4,0,0,11,48
2023-02-11,Astoria,2,Saturday,1,Evening,0,1,8,0,1,4,1,0,7,22
2023-02-11,Astoria,2,Saturday,1,Morning,13,1,57,0,16,6,1,0,48,142
2023-02-11,Hell's Kitchen,2,Saturday,1,Afternoon,7,0,27,1,4,6,0,1,24,70
2023-02-11,Hell's Kitchen,2,Saturday,1,Evening,7,0,18,1,6,3,0,1,13,49
2023-02-11,Hell's Kitchen,2,Saturday,1,Morning,25,1,71,2,11,23,0,2,53,188
2023-02-11,Lower Manhattan,2,Saturday,1,Afternoon,9,0,24,0,5,7,0,1,23,69
2023-02-11,Lower Manhattan,2,Saturday,1,Evening,2,0,8,0,0,1,0,0,3,14
2023-02-11,Lower Manhattan,2,Saturday,1,Morning,20,0,60,2,14,18,2,0,66,182
2023-02-12,Astoria,2,Sunday,1,Afternoon,7,0,13,0,5,2,2,0,10,39
2023-02-12,Astoria,2,Sunday,1,Evening,2,0,8,0,2,4,1,0,6,23
2023-02-12,Astoria,2,Sunday,1,Morning,20,0,61,1,18,11,4,2,28,145
2023-02-12,Hell's Kitchen,2,Sunday,1,Afternoon,6,1,30,0,2,7,0,0,29,75
2023-02-12,Hell's Kitchen,2,Sunday,1,Evening,8,2,23,1,5,5,1,0,19,64
2023-02-12,Hell's Kitchen,2,Sunday,1,Morning,19,0,59,5,18,18,2,0,66,187
2023-02-12,Lower Manhattan,2,Sunday,1,Afternoon,13,0,43,3,10,3,0,0,19,91
2023-02-12,Lower Manhattan,2,Sunday,1,Evening,4,0,12,1,2,1,1,0,13,34
2023-02-12,Lower Manhattan,2,Sunday,1,Morning,28,0,76,1,11,31,1,2,64,214
2023-02-13,Astoria,2,Monday,0,Afternoon,2,0,18,0,5,3,0,0,20,48
2023-02-13,Astoria,2,Monday,0,Evening,2,0,14,0,3,2,0,0,9,30
2023-02-13,Astoria,2,Monday,0,Morning,16,0,53,0,14,9,0,0,42,134
2023-02-13,Hell's Kitchen,2,Monday,0,Afternoon,5,0,30,4,11,5,1,0,14,70
2023-02-13,Hell's Kitchen,2,Monday,0,Evening,1,0,22,1,4,6,0,0,15,49
2023-02-13,Hell's Kitchen,2,Monday,0,Morning,28,0,116,2,16,14,2,0,66,244
2023-02-13,Lower Manhattan,2,Monday,0,Afternoon,8,0,32,1,9,7,2,1,23,83
2023-02-13,Lower Manhattan,2,Monday,0,Evening,2,0,15,0,0,0,1,0,11,29
2023-02-13,Lower Manhattan,2,Monday,0,Morning,35,0,84,0,11,20,0,1,66,217
2023-02-14,Astoria,2,Tuesday,0,Afternoon,1,1,11,1,4,6,0,0,4,28
2023-02-14,Astoria,2,Tuesday,0,Evening,2,0,10,0,2,3,1,0,15,33
2023-02-14,Astoria,2,Tuesday,0,Morning,11,3,55,3,14,15,2,1,45,149
2023-02-14,Hell's Kitchen,2,Tuesday,0,Afternoon,5,0,13,2,5,2,1,0,12,40
2023-02-14,Hell's Kitchen,2,Tuesday,0,Evening,10,0,23,1,6,4,2,0,16,62
2023-02-14,Hell's Kitchen,2,Tuesday,0,Morning,40,0,100,3,12,35,4,0,53,247
2023-02-14,Lower Manhattan,2,Tuesday,0,Afternoon,5,1,29,0,2,3,1,0,8,49
2023-02-14,Lower Manhattan,2,Tuesday,0,Evening,2,0,3,0,0,3,1,0,1,10
2023-02-14,Lower Manhattan,2,Tuesday,0,Morning,24,3,78,1,8,24,2,2,36,178
2023-02-15,Astoria,2,Wednesday,0,Afternoon,6,0,22,1,4,4,1,0,32,70
2023-02-15,Astoria,2,Wednesday,0,Evening,8,1,22,0,10,1,0,0,13,55
2023-02-15,Astoria,2,Wednesday,0,Morning,24,1,102,6,20,30,1,1,65,250
2023-02-15,Hell's Kitchen,2,Wednesday,0,Afternoon,2,0,12,0,8,1,1,0,16,40
2023-02-15,Hell's Kitchen,2,Wednesday,0,Evening,1,0,14,1,6,2,1,0,6,31
2023-02-15,Hell's Kitchen,2,Wednesday,0,Morning,27,1,58,2,12,11,2,0,70,183
2023-02-15,Lower Manhattan,2,Wednesday,0,Afternoon,3,1,14,1,7,5,1,1,25,58
2023-02-15,Lower Manhattan,2,Wednesday,0,Evening,2,1,6,0,1,0,0,0,3,13
2023-02-15,Lower Manhattan,2,Wednesday,0,Morning,14,2,69,0,21,19,3,0,50,178
2023-02-16,Astoria,2,Thursday,0,Afternoon,7,2,26,0,5,3,1,0,26,70
2023-02-16,Astoria,2,Thursday,0,Evening,5,0,35,1,7,3,1,0,14,66
2023-02-16,Astoria,2,Thursday,0,Morning,27,0,78,4,17,12,2,0,65,205
2023-02-16,Hell's Kitchen,2,Thursday,0,Afternoon,4,0,13,0,8,3,0,0,18,46
2023-02-16,Hell's Kitchen,2,Thursday,0,Evening,0,0,9,0,2,3,1,0,10,25
2023-02-16,Hell's Kitchen,2,Thursday,0,Morning,28,2,67,5,11,10,3,1,67,194
2023-02-16,Lower Manhattan,2,Thursday,0,Afternoon,7,2,27,1,8,6,0,1,28,80
2023-02-16,Lower Manhattan,2,Thursday,0,Evening,1,0,8,0,2,0,0,0,4,15
2023-02-16,Lower Manhattan,2,Thursday,0,Morning,21,1,61,2,15,9,3,0,59,171
2023-02-17,Astoria,2,Friday,0,Afternoon,9,2,34,0,2,2,0,0,14,63
2023-02-17,Astoria,2,Friday,0,Evening,6,1,13,0,3,0,0,0,16,39
2023-02-17,Astoria,2,Friday,0,Morning,22,0,87,2,16,17,1,0,51,196
2023-02-17,Hell's Kitchen,2,Friday,0,Afternoon,0,0,20,1,5,3,0,0,15,44
2023-02-17,Hell's Kitchen,2,Friday,0,Evening,2,0,13,0,1,2,0,0,5,23
2023-02-17,Hell's Kitchen,2,Friday,0,Morning,25,0,51,0,9,3,0,2,52,142
2023-02-17,Lower Manhattan,2,Friday,0,Afternoon,6,0,23,0,5,8,0,0,16,58
2023-02-17,Lower Manhattan,2,Friday,0,Evening,3,0,5,0,2,2,0,0,5,17
2023-02-17,Lower Manhattan,2,Friday,0,Morning,17,1,60,0,15,10,1,0,50,154
2023-02-18,Astoria,2,Saturday,1,Afternoon,5,1,20,1,6,2,0,0,24,59
2023-02-18,Astoria,2,Saturday,1,Evening,3,2,7,1,2,2,0,0,11,28
2023-02-18,Astoria,2,Saturday,1,Morning,28,1,77,1,29,21,2,1,50,210
2023-02-18,Hell's Kitchen,2,Saturday,1,Afternoon,1,0,24,0,13,1,0,0,19,58
2023-02-18,Hell's Kitchen,2,Saturday,1,Evening,1,0,16,0,2,1,0,0,6,26
2023-02-18,Hell's Kitchen,2,Saturday,1,Morning,26,1,81,8,16,14,4,0,63,213
2023-02-18,Lower Manhattan,2,Saturday,1,Afternoon,12,0,24,3,6,15,1,0,22,83
2023-02-18,Lower Manhattan,2,Saturday,1,Evening,0,0,6,0,1,2,0,1,0,10
2023-02-18,Lower Manhattan,2,Saturday,1,Morning,11,1,52,2,9,17,1,1,46,140
2023-02-19,Astoria,2,Sunday,1,Afternoon,4,1,21,1,8,0,0,0,36,71
2023-02-19,Astoria,2,Sunday,1,Evening,7,0,15,0,5,0,0,0,21,48
2023-02-19,Astoria,2,Sunday,1,Morning,25,1,98,7,14,14,3,0,61,223
2023-02-19,Hell's Kitchen,2,Sunday,1,Afternoon,4,1,28,1,6,6,1,0,16,63
2023-02-19,Hell's Kitchen,2,Sunday,1,Evening,1,0,24,1,5,2,0,0,7,40
2023-02-19,Hell's Kitchen,2,Sunday,1,Morning,43,0,85,5,19,11,2,0,63,228
2023-02-19,Lower Manhattan,2,Sunday,1,Afternoon,9,1,39,0,8,8,0,0,16,81
2023-02-19,Lower Manhattan,2,Sunday,1,Evening,2,0,7,0,1,3,0,0,6,19
2023-02-19,Lower Manhattan,2,Sunday,1,Morning,13,1,71,2,10,22,0,0,56,175
2023-02-20,Astoria,2,Monday,0,Afternoon,16,0,10,1,4,0,0,0,11,42
2023-02-20,Astoria,2,Monday,0,Evening,12,0,9,0,1,1,1,1,10,35
2023-02-20,Astoria,2,Monday,0,Morning,28,0,44,3,14,10,5,0,28,132
2023-02-20,Hell's Kitchen,2,Monday,0,Afternoon,6,0,24,1,6,6,0,1,20,64
2023-02-20,Hell's Kitchen,2,Monday,0,Evening,4,1,18,0,9,8,0,0,11,51
2023-02-20,Hell's Kitchen,2,Monday,0,Morning,19,3,73,3,19,26,1,0,57,201
2023-02-20,Lower Manhattan,2,Monday,0,Afternoon,12,1,42,0,2,5,1,0,31,94
2023-02-20,Lower Manhattan,2,Monday,0,Evening,1,1,4,0,7,3,0,0,3,19
2023-02-20,Lower Manhattan,2,Monday,0,Morning,40,1,95,2,9,16,0,1,59,223
2023-02-21,Astoria,2,Tuesday,0,Afternoon,2,1,15,2,5,3,1,0,11,40
2023-02-21,Astoria,2,Tuesday,0,Evening,4,0,22,1,0,5,0,0,8,40
2023-02-21,Astoria,2,Tuesday,0,Morning,13,1,56,5,12,18,1,2,50,158
2023-02-21,Hell's Kitchen,2,Tuesday,0,Afternoon,8,1,42,1,0,10,0,0,17,79
2023-02-21,Hell's Kitchen,2,Tuesday,0,Evening,5,0,21,0,4,4,0,0,10,44
2023-02-21,Hell's Kitchen,2,Tuesday,0,Morning,20,0,73,1,19,19,0,0,52,184
2023-02-21,Lower Manhattan,2,Tuesday,0,Afternoon,10,2,24,2,1,5,0,0,22,66
2023-02-21,Lower Manhattan,2,Tuesday,0,Evening,2,0,6,0,2,2,0,0,10,22
2023-02-21,Lower Manhattan,2,Tuesday,0,Morning,24,1,67,2,19,7,1,0,67,188
2023-02-22,Astoria,2,Wednesday,0,Afternoon,12,0,56,0,16,0,0,0,44,128
2023-02-22,Astoria,2,Wednesday,0,Evening,6,0,24,0,11,0,0,0,35,76
2023-02-22,Astoria,2,Wednesday,0,Morning,12,0,62,0,8,0,0,0,48,130
2023-02-22,Hell's Kitchen,2,Wednesday,0,Afternoon,7,0,29,0,4,3,1,0,25,69
2023-02-22,Hell's Kitchen,2,Wednesday,0,Evening,1,0,17,0,4,1,0,0,9,32
2023-02-22,Hell's Kitchen,2,Wednesday,0,Morning,17,0,70,2,14,1,2,0,47,153
2023-02-22,Lower Manhattan,2,Wednesday,0,Afternoon,10,1,35,0,1,4,2,0,36,89
2023-02-22,Lower Manhattan,2,Wednesday,0,Evening,2,0,11,0,0,3,0,0,10,26
2023-02-22,Lower Manhattan,2,Wednesday,0,Morning,24,0,85,4,12,15,0,0,68,208
2023-02-23,Astoria,2,Thursday,0,Afternoon,13,0,41,0,10,0,0,0,42,106
2023-02-23,Astoria,2,Thursday,0,Evening,5,0,23,0,12,0,0,0,18,58
2023-02-23,Astoria,2,Thursday,0,Morning,13,0,51,0,10,0,0,0,45,119
2023-02-23,Hell's Kitchen,2,Thursday,0,Afternoon,3,0,16,1,2,0,0,0,26,48
2023-02-23,Hell's Kitchen,2,Thursday,0,Evening,6,0,18,0,2,0,0,0,9,35
2023-02-23,Hell's Kitchen,2,Thursday,0,Morning,25,0,68,5,9,1,0,2,47,157
2023-02-23,Lower Manhattan,2,Thursday,0,Afternoon,4,0,32,1,6,5,2,0,22,72
2023-02-23,Lower Manhattan,2,Thursday,0,Evening,2,0,6,0,2,3,0,0,8,21
2023-02-23,Lower Manhattan,2,Thursday,0,Morning,22,1,83,0,22,18,1,1,70,218
2023-02-24,Astoria,2,Friday,0,Afternoon,13,0,64,0,18,0,0,0,31,126
2023-02-24,Astoria,2,Friday,0,Evening,7,0,29,0,6,0,0,0,21,63
2023-02-24,Astoria,2,Friday,0,Morning,13,0,60,0,13,0,0,0,28,114
2023-02-24,Hell's Kitchen,2,Friday,0,Afternoon,2,0,26,0,3,0,0,0,31,62
2023-02-24,Hell's Kitchen,2,Friday,0,Evening,3,0,15,0,4,0,1,0,11,34
2023-02-24,Hell's Kitchen,2,Friday,0,Morning,23,0,63,2,12,2,2,0,56,160
2023-02-24,Lower Manhattan,2,Friday,0,Afternoon,15,0,32,0,6,6,1,0,53,113
2023-02-24,Lower Manhattan,2,Friday,0,Evening,1,0,5,0,0,0,0,0,11,17
2023-02-24,Lower Manhattan,2,Friday,0,Morning,24,0,94,3,19,20,4,1,78,243
2023-02-25,Astoria,2,Saturday,1,Afternoon,12,0,42,0,7,0,0,0,36,97
2023-02-25,Astoria,2,Saturday,1,Evening,1,0,18,0,10,0,0,0,23,52
2023-02-25,Astoria,2,Saturday,1,Morning,12,0,68,0,1,0,0,0,36,117
2023-02-25,Hell's Kitchen,2,Saturday,1,Afternoon,5,0,28,1,3,0,2,0,19,58
2023-02-25,Hell's Kitchen,2,Saturday,1,Evening,6,0,11,1,3,0,1,0,11,33
2023-02-25,Hell's Kitchen,2,Saturday,1,Morning,20,0,65,0,14,3,4,0,58,164
2023-02-25,Lower Manhattan,2,Saturday,1,Afternoon,8,0,27,0,9,7,0,1,37,89
2023-02-25,Lower Manhattan,2,Saturday,1,Evening,3,0,10,0,3,1,0,0,8,25
2023-02-25,Lower Manhattan,2,Saturday,1,Morning,24,0,114,5,15,11,2,0,82,253
2023-02-26,Astoria,2,Sunday,1,Afternoon,12,0,61,0,11,0,0,0,55,139
2023-02-26,Astoria,2,Sunday,1,Evening,7,0,36,0,6,0,0,0,26,75
2023-02-26,Astoria,2,Sunday,1,Morning,7,0,68,0,6,0,0,0,42,123
2023-02-26,Hell's Kitchen,2,Sunday,1,Afternoon,8,0,35,2,3,0,0,0,25,73
2023-02-26,Hell's Kitchen,2,Sunday,1,Evening,5,0,18,0,2,2,0,0,22,49
2023-02-26,Hell's Kitchen,2,Sunday,1,Morning,23,0,69,2,9,2,4,0,38,147
2023-02-26,Lower Manhattan,2,Sunday,1,Afternoon,7,0,42,4,3,3,0,0,21,80
2023-02-26,Lower Manhattan,2,Sunday,1,Evening,0,1,3,0,0,2,0,0,3,9
2023-02-26,Lower Manhattan,2,Sunday,1,Morning,14,2,75,1,27,21,0,1,69,210
2023-02-27,Astoria,2,Monday,0,Afternoon,9,0,31,0,10,0,0,0,44,94
2023-02-27,Astoria,2,Monday,0,Evening,8,0,30,0,4,0,0,0,36,78
2023-02-27,Astoria,2,Monday,0,Morning,13,0,49,0,19,0,0,0,48,129
2023-02-27,Hell's Kitchen,2,Monday,0,Afternoon,0,0,19,0,10,3,0,0,11,43
2023-02-27,Hell's Kitchen,2,Monday,0,Evening,3,0,19,0,3,3,0,0,13,41
2023-02-27,Hell's Kitchen,2,Monday,0,Morning,10,0,81,0,10,18,0,0,69,188
2023-02-27,Lower Manhattan,2,Monday,0,Afternoon,11,2,58,2,3,5,1,2,46,130
2023-02-27,Lower Manhattan,2,Monday,0,Evening,5,0,8,0,1,5,0,0,9,28
2023-02-27,Lower Manhattan,2,Monday,0,Morning,37,2,100,4,28,19,1,0,85,276
2023-02-28,Astoria,2,Tuesday,0,Afternoon,5,0,40,0,3,0,0,0,27,75
2023-02-28,Astoria,2,Tuesday,0,Evening,11,0,37,0,12,0,0,0,30,90
2023-02-28,Astoria,2,Tuesday,0,Morning,6,0,59,0,2,0,0,0,43,110
2023-02-28,Hell's Kitchen,2,Tuesday,0,Afternoon,11,0,48,0,12,0,0,0,38,109
2023-02-28,Hell's Kitchen,2,Tuesday,0,Evening,9,0,25,0,5,0,0,0,21,60
2023-02-28,Hell's Kitchen,2,Tuesday,0,Morning,3,0,33,0,7,0,0,0,25,68
2023-02-28,Lower Manhattan,2,Tuesday,0,Afternoon,11,0,56,0,10,0,0,0,31,108
2023-02-28,Lower Manhattan,2,Tuesday,0,Evening,1,0,13,0,0,0,0,0,5,19
2023-02-28,Lower Manhattan,2,Tuesday,0,Morning,15,0,45,0,8,0,0,0,37,105
2023-03-01,Astoria,3,Wednesday,0,Afternoon,16,0,67,0,8,0,0,0,87,178
2023-03-01,Astoria,3,Wednesday,0,Evening,11,0,43,0,17,0,0,0,38,109
2023-03-01,Astoria,3,Wednesday,0,Morning,5,0,12,0,4,0,0,0,20,41
2023-03-01,Hell's Kitchen,3,Wednesday,0,Afternoon,10,0,51,0,11,0,0,0,51,123
2023-03-01,Hell's Kitchen,3,Wednesday,0,Evening,4,0,46,0,9,0,0,0,30,89
2023-03-01,Hell's Kitchen,3,Wednesday,0,Morning,8,0,55,0,8,0,0,0,47,118
2023-03-01,Lower Manhattan,3,Wednesday,0,Afternoon,18,0,74,0,8,0,0,0,32,132
2023-03-01,Lower Manhattan,3,Wednesday,0,Evening,3,0,20,0,0,0,0,0,11,34
2023-03-01,Lower Manhattan,3,Wednesday,0,Morning,19,0,66,0,13,0,0,0,46,144
2023-03-02,Astoria,3,Thursday,0,Afternoon,16,0,81,0,16,0,0,0,83,196
2023-03-02,Astoria,3,Thursday,0,Evening,15,0,53,0,11,0,0,0,40,119
2023-03-02,Astoria,3,Thursday,0,Morning,5,0,16,0,2,0,0,0,14,37
2023-03-02,Hell's Kitchen,3,Thursday,0,Afternoon,10,0,72,0,5,0,0,0,44,131
2023-03-02,Hell's Kitchen,3,Thursday,0,Evening,10,0,43,0,6,0,0,0,36,95
2023-03-02,Hell's Kitchen,3,Thursday,0,Morning,8,0,44,0,16,0,0,0,37,105
2023-03-02,Lower Manhattan,3,Thursday,0,Afternoon,18,0,67,0,11,0,0,0,54,150
2023-03-02,Lower Manhattan,3,Thursday,0,Evening,5,0,13,0,8,0,0,0,9,35
2023-03-02,Lower Manhattan,3,Thursday,0,Morning,10,0,41,0,14,0,0,0,30,95
2023-03-03,Astoria,3,Friday,0,Afternoon,21,0,100,0,15,0,0,0,74,210
2023-03-03,Astoria,3,Friday,0,Evening,7,0,48,0,14,0,0,0,42,111
2023-03-03,Astoria,3,Friday,0,Morning,4,0,27,0,5,0,0,0,14,50
2023-03-03,Hell's Kitchen,3,Friday,0,Afternoon,14,0,56,0,14,0,0,0,69,153
2023-03-03,Hell's Kitchen,3,Friday,0,Evening,7,0,41,0,12,0,0,0,30,90
2023-03-03,Hell's Kitchen,3,Friday,0,Morning,5,0,29,0,12,0,0,0,39,85
2023-03-03,Lower Manhattan,3,Friday,0,Afternoon,18,0,50,0,10,0,0,0,49,127
2023-03-03,Lower Manhattan,3,Friday,0,Evening,4,0,16,0,3,0,0,0,14,37
2023-03-03,Lower Manhattan,3,Friday,0,Morning,18,0,70,0,9,0,0,0,50,147
2023-03-04,Astoria,3,Saturday,1,Afternoon,22,0,85,0,21,0,0,0,86,214
2023-03-04,Astoria,3,Saturday,1,Evening,10,0,32,0,5,0,0,0,42,89
2023-03-04,Astoria,3,Saturday,1,Morning,2,0,16,0,2,0,0,0,5,25
2023-03-04,Hell's Kitchen,3,Saturday,1,Afternoon,5,0,60,0,12,0,0,0,39,116
2023-03-04,Hell's Kitchen,3,Saturday,1,Evening,7,0,27,0,6,0,0,0,34,74
2023-03-04,Hell's Kitchen,3,Saturday,1,Morning,8,0,45,0,7,0,0,0,31,91
2023-03-04,Lower Manhattan,3,Saturday,1,Afternoon,14,0,63,0,15,0,0,0,57,149
2023-03-04,Lower Manhattan,3,Saturday,1,Evening,5,0,19,0,3,0,0,0,7,34
2023-03-04,Lower Manhattan,3,Saturday,1,Morning,13,0,43,0,14,0,0,0,35,105
2023-03-05,Astoria,3,Sunday,1,Afternoon,18,0,83,0,21,0,0,0,66,188
2023-03-05,Astoria,3,Sunday,1,Evening,13,0,54,0,20,0,0,0,46,133
2023-03-05,Astoria,3,Sunday,1,Morning,5,0,15,0,3,0,0,0,11,34
